Education_Sector,Entity_Type,School_Number,School_Name,School_Type,School_Status,Address,Address_Town,Address_State,Address_Postcode,Postal Address,Postal_Town,State Code,Postal_Postcode,Phone Number,LGA_ID,LGA_Name,Latitude,Longitude
Government,1,7540,Ballarat High School,Secondary,O,Sturt Street West ,Ballarat,VIC,3350,Sturt Street West,Ballarat,VIC,3350,(035) 338-9000,57,Ballarat (C),143.8184333,-37.55481059
Government,1,7550,Balwyn High School,Secondary,O,Buchanan Avenue ,Balwyn North,VIC,3104,Buchanan Avenue,Balwyn North,VIC,3104,(039) 819-7911,111,Boroondara (C),145.0767724,-37.79785922
Government,1,7560,Bayswater Secondary College,Secondary,O,14 Orchard Road ,Bayswater,VIC,3153,P O Box 535,Bayswater,VIC,3153,(038) 720-7555,367,Knox (C),145.261998,-37.83903
Government,1,7565,Beaufort Secondary College,Secondary,O,1/37 Park Road ,Beaufort,VIC,3373,P O Box 38,Beaufort,VIC,3373,(035) 349-2305,599,Pyrenees (S),143.382486,-37.438844
Government,1,7575,Beechworth Secondary College,Secondary,O,85 Balaclava Road ,Beechworth,VIC,3747,P O Box 21,Beechworth,VIC,3747,(035) 728-1264,335,Indigo (S),146.690764,-36.34722
Government,1,7585,Belmont High School,Secondary,O,Rotherham Street ,Belmont,VIC,3216,Rotherham Street,Belmont,VIC,3216,(035) 243-5355,275,Greater Geelong (C),144.3305875,-38.17555773
Government,1,7595,Bendigo Senior Secondary College,Secondary,O,40 Gaol Road ,Bendigo,VIC,3550,P O Box 545,Bendigo,VIC,3552,(035) 443-1222,262,Greater Bendigo (C),144.279586,-36.7551
Government,1,7603,Berwick Secondary College,Secondary,O,Manuka Road ,Berwick,VIC,3806,MANUKA ROAD,Berwick,VIC,3806,(038) 768-1000,161,Casey (C),145.364182,-38.031068
Government,1,7610,Blackburn High School,Secondary,O,60 Springfield Road ,Blackburn,VIC,3130,P O Box 114,Blackburn,VIC,3130,(038) 804-6464,698,Whitehorse (C),145.149893,-37.81037
Government,1,7618,Outdoor School,Pri/Sec,O,1 Black Possum Road ,Bogong,VIC,3699,1 Black Possum Road,Bogong,VIC,3699,(035) 754-1732,11,Alpine (S),147.225366,-36.804077
Government,1,7635,Box Hill High School,Secondary,O,1180 Whitehorse Road ,Box Hill,VIC,3128,1180 Whitehorse Road,Box Hill,VIC,3128,(039) 877-1177,698,Whitehorse (C),145.137953,-37.820639
Government,1,7645,Braybrook College,Secondary,O,352 Ballarat Road ,Braybrook,VIC,3019,352 Ballarat Road,Braybrook,VIC,3019,(039) 312-2900,433,Maribyrnong (C),144.847568,-37.777975
Government,1,7647,Brentwood Secondary College,Secondary,O,65-71 Watsons Road ,Glen Waverley,VIC,3150,65-71 Watsons Road,Glen Waverley,VIC,3150,(038) 545-0300,497,Monash (C),145.1663432,-37.89950842
Government,1,7650,Brighton Secondary College,Secondary,O,120 Marriage Road ,Brighton East,VIC,3187,120 Marriage Road,Brighton East,VIC,3187,(039) 592-7488,91,Bayside (C),145.019119,-37.920156
Government,1,7655,Broadford Secondary College,Secondary,O,2-12 Pinniger Street ,Broadford,VIC,3658,P O Box 108,Broadford,VIC,3658,(035) 784-1200,485,Mitchell (S),145.040033,-37.204375
Government,1,7670,Buckley Park College,Secondary,O,Cooper Street ,Essendon,VIC,3040,Cooper Street,Essendon,VIC,3040,(039) 331-9999,506,Moonee Valley (C),144.897755,-37.747117
Government,1,7680,Camberwell High School,Secondary,O,Prospect Hill Road ,Canterbury,VIC,3126,Prospect Hill Road,Canterbury,VIC,3126,(039) 836-0555,111,Boroondara (C),145.072724,-37.830151
Government,1,7690,Canterbury Girls Secondary College,Secondary,O,16 Mangarra Road ,Canterbury,VIC,3126,16 Mangarra Road,Canterbury,VIC,3126,(039) 830-5099,111,Boroondara (C),145.070325,-37.819878
Government,1,7695,Casterton Secondary College,Secondary,O,27 Mt Gambier Road ,Casterton,VIC,3311,27 Mt.Gambier Road,Casterton,VIC,3311,(035) 581-1588,241,Glenelg (S),141.387493,-37.588796
Government,1,7720,Cheltenham Secondary College,Secondary,O,73-75 Bernard Street ,Cheltenham,VIC,3192,P O Box 109,Moorabbin,VIC,3189,(039) 555-5955,343,Kingston (C),145.068585,-37.953335
Government,1,7725,Cobram Secondary College,Secondary,O,25-47 Warkil Street ,Cobram,VIC,3644,P O Box 387,Cobram,VIC,3644,(035) 871-1700,490,Moira (S),145.654121,-35.913605
Government,1,7735,Cohuna Secondary College,Secondary,O,6415 Murray Valley Highway ,Cohuna,VIC,3568,P O Box 273,Cohuna,VIC,3568,(035) 456-2555,225,Gannawarra (S),144.226425,-35.813503
Government,1,7747,Cranbourne Secondary College,Secondary,O,Stawell Street ,Cranbourne,VIC,3977,Stawell Street,Cranbourne,VIC,3977,(035) 996-3544,161,Casey (C),145.286641,-38.108126
Government,1,7757,Croydon Community School,Secondary,O,177-181 Mt Dandenong Road ,Croydon,VIC,3136,P O Box 239,Croydon,VIC,3136,(039) 724-2900,441,Maroondah (C),145.278928,-37.798422
Government,1,7763,Mount Alexander 7-12 College,Secondary,O,167-175 Mt Alexander Road ,Flemington,VIC,3031,167-175 Mt Alexander Road,Flemington,VIC,3031,(039) 376-1622,506,Moonee Valley (C),144.933264,-37.782351
Government,1,7770,Dimboola Memorial Secondary College,Secondary,O,66 Ellerman Street ,Dimboola,VIC,3414,P O Box 40,Dimboola,VIC,3414,(035) 389-1460,298,Hindmarsh (S),142.034409,-36.449839
Government,1,7773,East Doncaster Secondary College,Secondary,O,20 George Street ,Doncaster East,VIC,3109,20 George Street,Doncaster East,VIC,3109,(039) 842-2244,421,Manningham (C),145.158872,-37.782173
Government,1,7775,Donald High School,Secondary,O,2-16 Camp Street ,Donald,VIC,3480,P O Box 138,Donald,VIC,3480,(035) 497-1205,127,Buloke (S),142.973962,-36.370779
Government,1,7776,Doncaster Secondary College,Secondary,O,123 Church Road ,Doncaster,VIC,3108,123 CHURCH ROAD,Doncaster,VIC,3108,(039) 848-4677,421,Manningham (C),145.138053,-37.784581
Government,1,7785,Drouin Secondary College,Secondary,O,South Road ,Drouin,VIC,3818,P O BOX 338,Drouin,VIC,3818,(035) 625-1002,83,Baw Baw (S),145.850978,-38.144659
Government,1,7790,Eaglehawk Secondary College,Secondary,O,1-3 Reserve Street ,Eaglehawk,VIC,3556,P O Box 146,Eaglehawk,VIC,3556,(035) 446-8099,262,Greater Bendigo (C),144.262694,-36.720264
Government,1,7805,Eltham High School,Secondary,O,30-60 Withers Way ,Eltham,VIC,3095,30-60 Withers Way,Eltham,VIC,3095,(039) 430-5111,571,Nillumbik (S),145.1424858,-37.72464493
Government,1,7810,Elwood College,Secondary,O,101 Glenhuntly Road ,Elwood,VIC,3184,101 Glenhuntly Road,Elwood,VIC,3184,(039) 531-9566,590,Port Phillip (C),144.984486,-37.881989
Government,1,7813,Epping Secondary College,Secondary,O,Mcdonalds Road ,Epping,VIC,3076,McDonalds Road,Epping,VIC,3076,(039) 401-2599,707,Whittlesea (C),145.0328343,-37.64428686
Government,1,7820,Euroa Secondary College,Secondary,O,26 Campbell St ,Euroa,VIC,3666,P O Box 63,Euroa,VIC,3666,(035) 795-2512,643,Strathbogie (S),145.5648,-36.758203
Government,1,7823,Fairhills High School,Secondary,O,Scoresby Road ,Knoxfield,VIC,3180,P O Box 226,Ferntree Gully,VIC,3156,(039) 758-5022,367,Knox (C),145.259328,-37.872665
Government,1,7837,Bendigo South East 7-10 Secondary College,Secondary,O,Ellis Street ,Bendigo,VIC,3550,P O Box 15,Strathdale,VIC,3550,(035) 443-4522,262,Greater Bendigo (C),144.2993103,-36.7761957
Government,1,7841,Gilmore College For Girls,Secondary,O,298 Barkly Street ,Footscray,VIC,3011,P O Box 2021,Footscray,VIC,3011,(039) 689-4788,433,Maribyrnong (C),144.894886,-37.799098
Government,1,7845,Foster Secondary College,Secondary,O,2 - 10 Pioneer Street ,Foster,VIC,3960,P O Box 23,Foster,VIC,3960,(035) 682-2066,617,South Gippsland (S),146.197413,-38.651737
Government,1,7850,Frankston High School,Secondary,O,97 Foot Street ,Frankston,VIC,3199,97 Foot Street,Frankston,VIC,3199,(039) 783-7955,217,Frankston (C),145.1284347,-38.16056162
Government,1,7855,Geelong High School,Secondary,O,385 Ryrie Street ,East Geelong,VIC,3219,385 Ryrie Street,East Geelong,VIC,3219,(035) 225-4100,275,Greater Geelong (C),144.373726,-38.153026
Government,1,7856,North Geelong Secondary College,Secondary,O,86-132 Separation Street ,North Geelong,VIC,3215,86 - 132 Separation St,North Geelong,VIC,3215,(035) 240-5800,275,Greater Geelong (C),144.341359,-38.110384
Government,1,7857,Gisborne Secondary College,Secondary,O,95 Melton Road ,Gisborne,VIC,3437,P O Box 57,Gisborne,VIC,3437,(035) 428-3691,413,Macedon Ranges (S),144.5847741,-37.49811364
Government,1,7858,Gladstone Park Secondary College,Secondary,O,14 - 36 Taylor Drive ,Gladstone Park,VIC,3043,14 - 36 Taylor Drive,Gladstone Park,VIC,3043,(039) 933-0500,327,Hume (C),144.890816,-37.68921
Government,1,7874,Bundoora Secondary College,Secondary,O,53 Balmoral Avenue ,Bundoora,VIC,3083,P O Box 68,Bundoora,VIC,3083,(039) 467-1511,66,Banyule (C),145.061579,-37.70757147
Government,1,7893,Western Port Secondary College,Secondary,O,215 High Street ,Hastings,VIC,3915,"P O Box 101, 215 HIGH STREET",Hastings,VIC,3915,(035) 979-1577,534,Mornington Peninsula (S),145.17524,-38.307988
Government,1,7900,Healesville High School,Secondary,O,10 Camerons Road ,Healesville,VIC,3777,10 Camerons Road,Healesville,VIC,3777,(035) 962-4088,745,Yarra Ranges (S),145.5319733,-37.64356325
Government,1,7910,Heywood District Secondary College,Secondary,O,Gorrie Street ,Heywood,VIC,3304,P O Box 180,Heywood,VIC,3304,(035) 527-1303,241,Glenelg (S),141.6204999,-38.12926753
Government,1,7918,Highvale Secondary College,Secondary,O,Capital Avenue ,Glen Waverley,VIC,3150,Capital Avenue,Glen Waverley,VIC,3150,(039) 803-5144,497,Monash (C),145.176723,-37.86624
Government,1,7945,Kerang Technical High School,Secondary,O,Murray St ,Kerang,VIC,3579,P O Box 201,Kerang,VIC,3579,(035) 452-1062,225,Gannawarra (S),143.913802,-35.725651
Government,1,7947,Kensington Community High School,Secondary,O,405 Racecourse Rd ,Kensington,VIC,3031,P O Box 321,Flemington,VIC,3031,(039) 376-1953,506,Moonee Valley (C),144.925577,-37.787909
Government,1,7950,Kew High School,Secondary,O,1393 Burke Road ,Kew East,VIC,3102,1393 Burke Road,Kew East,VIC,3102,(039) 092-7500,111,Boroondara (C),145.061556,-37.794722
Government,1,7954,Koonung Secondary College,Secondary,O,615 Elgar Road ,Mont Albert North,VIC,3129,PO Box 1202,Greythorn,VIC,3104,(039) 890-9662,698,Whitehorse (C),145.116155,-37.803729
Government,1,7955,Koo Wee Rup Secondary College,Secondary,O,Rossiter Road ,Koo Wee Rup,VIC,3981,P O Box 30,Koo Wee Rup,VIC,3981,(035) 997-1444,145,Cardinia (S),145.4957842,-38.19701512
Government,1,7960,Korumburra Secondary College,Secondary,O,125 Jumbunna Road ,Korumburra,VIC,3950,Private Bag 2,Korumburra,VIC,3950,(035) 655-1566,617,South Gippsland (S),145.8039,-38.44387
Government,1,7965,Kyabram P-12 College,Pri/Sec,O,57 Fischer Street ,Kyabram,VIC,3620,P O Box 384,Kyabram,VIC,3619,(035) 851-2100,137,Campaspe (S),145.056207,-36.317476
Government,1,7970,Kyneton Secondary College,Secondary,O,1-9 Epping Street ,Kyneton,VIC,3444,1-9 Epping St,Kyneton,VIC,3444,(035) 421-1100,413,Macedon Ranges (S),144.4581707,-37.25132966
Government,1,7985,Lalor Secondary College,Secondary,O,118 David Street ,Lalor,VIC,3075,P O Box 1015,Lalor,VIC,3075,(039) 463-7300,707,Whittlesea (C),145.0306228,-37.67265939
Government,1,7986,Lalor North Secondary College,Secondary,O,114 Childs Road ,Epping,VIC,3076,114 Childs Road,Epping,VIC,3076,(039) 401-3888,707,Whittlesea (C),145.034958,-37.66098319
Government,1,7995,Lilydale High School,Secondary,O,25 Melba Avenue ,Lilydale,VIC,3140,25 Melba Ave,Lilydale,VIC,3140,(039) 735-5644,745,Yarra Ranges (S),145.3452169,-37.76073331
Government,1,7997,Lorne P-12 College,Pri/Sec,O,15 Grove Road ,Lorne,VIC,3232,15 Grove Road,Lorne P-12 College,VIC,3232,(035) 289-1585,649,Surf Coast (S),143.9738904,-38.53917804
Government,1,8000,Lyndale Secondary College,Secondary,O,170-174 Gladstone Road ,Dandenong North,VIC,3175,P O Box 2684,Dandenong North,VIC,3175,(039) 795-2366,267,Greater Dandenong (C),145.206752,-37.957779
Government,1,8003,Lynall Hall Community School,Secondary,O,Cnr Gleadell & Highett Street ,Richmond,VIC,3121,P O Box 99,Richmond,VIC,3121,(039) 428-4421,735,Yarra (C),145.002257,-37.816477
Government,1,8005,Maffra Secondary College,Secondary,O,Bill Cane Court ,Maffra,VIC,3860,Bill Cane Court,Maffra,VIC,3860,(035) 147-1790,681,Wellington (S),146.982424,-37.964888
Government,1,8010,Mansfield Secondary College,Secondary,O,15 View Street ,Mansfield,VIC,3722,P O Box 203,Mansfield,VIC,3724,(035) 775-2022,425,Mansfield (S),146.088565,-37.062676
Government,1,8015,Maribyrnong Secondary College,Secondary,O,River Street ,Maribyrnong,VIC,3032,River Street,Maribyrnong,VIC,3032,(039) 091-8100,433,Maribyrnong (C),144.8885143,-37.77954228
Government,1,8022,Matthew Flinders Girls Secondary College,Secondary,O,2 Little Ryrie Street ,Geelong,VIC,3220,P O Box 1285,Geelong,VIC,3220,(034) 243-0500,275,Greater Geelong (C),144.353444,-38.148845
Government,1,8025,Melbourne High School,Secondary,O,Forrest Hill ,South Yarra,VIC,3141,Forrest Hill,South Yarra,VIC,3141,(039) 826-0711,635,Stonnington (C),144.995314,-37.836829
Government,1,8027,Melton Secondary College,Secondary,O,Coburns Road ,Melton,VIC,3337,P O Box 597,Melton,VIC,3337,(039) 743-3322,465,Melton (C),144.5679855,-37.68312036
Government,1,8030,Mentone Girls Secondary College,Secondary,O,Cnr Balcombe & Charman Rds ,Mentone,VIC,3194,P O Box 52,Mentone,VIC,3194,(039) 581-5200,343,Kingston (C),145.053969,-37.98035
Government,1,8045,Mildura Senior College,Secondary,O,307-339 Deakin Avenue ,Mildura,VIC,3500,P O Box 1436,Mildura,VIC,3502,(035) 021-2911,478,Mildura (RC),142.1453901,-34.19800387
Government,1,8050,Mirboo North Secondary College,Secondary,O,Castle Street ,Mirboo North,VIC,3871,Castle Street,Mirboo North,VIC,3871,(035) 667-9000,617,South Gippsland (S),146.148821,-38.40018
Government,1,8065,Monbulk College,Secondary,O,146-148 David Hill Road ,Monbulk,VIC,3793,146-148 David Hill Road,Monbulk,VIC,3793,(039) 751-9000,745,Yarra Ranges (S),145.4278068,-37.88317535
Government,1,8068,Montmorency Secondary College,Secondary,O,Para Road ,Montmorency,VIC,3094,Para Road,Montmorency,VIC,3094,(039) 422-1500,66,Banyule (C),145.113611,-37.714075
Government,1,8071,Mooroolbark College,Secondary,O,186 Manchester Road ,Mooroolbark,VIC,3138,186 Manchester Road,Mooroolbark,VIC,3138,(039) 727-8100,745,Yarra Ranges (S),145.3142304,-37.77508326
Government,1,8073,Mooroopna Secondary College,Secondary,O,141-179 Echuca Road ,Mooroopna,VIC,3629,PO Box 183,Mooroopna,VIC,3629,(035) 825-2344,283,Greater Shepparton (C),145.351801,-36.381782
Government,1,8075,Mordialloc College,Secondary,O,1 Station Street ,Mordialloc,VIC,3195,1 Station Street,Mordialloc,VIC,3195,(039) 580-1184,343,Kingston (C),145.09199,-38.012301
Government,1,8100,Mount Beauty Secondary College,Secondary,O,Tailrace Road ,Mount Beauty,VIC,3699,P O Box 38,Mount Beauty,VIC,3699,(035) 754-4005,11,Alpine (S),147.167284,-36.740307
Government,1,8102,Mount Eliza Secondary College,Secondary,O,204 Canadian Bay Road ,Mount Eliza,VIC,3930,Locked Bag 4,Mount Eliza,VIC,3930,(039) 787-6288,534,Mornington Peninsula (S),145.093813,-38.190138
Government,1,8105,Mount Waverley Secondary College,Secondary,O,9 Lechte Road ,Mount Waverley,VIC,3149,P O Box 346,Mount Waverley,VIC,3149,(039) 803-6811,497,Monash (C),145.13163,-37.86879
Government,1,8125,Mckinnon Secondary College,Secondary,O,291a Mckinnon Road ,Mckinnon,VIC,3204,McKinnon Road,Mckinnon,VIC,3204,(038) 520-9000,231,Glen Eira (C),145.049119,-37.912027
Government,1,8135,MacRobertson Girls High School,Secondary,O,350-370 Kings Way ,Melbourne,VIC,3004,350-370 Kings Way,Melbourne,VIC,3004,(039) 864-7700,590,Port Phillip (C),144.971862,-37.835886
Government,1,8140,Nathalia Secondary College,Secondary,O,41 Chapel Street ,Nathalia,VIC,3638,P O Box 42,Nathalia,VIC,3638,(035) 866-2331,490,Moira (S),145.208438,-36.059901
Government,1,8145,Neerim District Secondary College,Secondary,O,Neerim East Road ,Neerim South,VIC,3831,P O Box 18,Neerim South,VIC,3831,(035) 628-1455,83,Baw Baw (S),145.95668,-38.016936
Government,1,8151,Newcomb Secondary College,Secondary,O,81 - 85 Bellarine Highway ,Newcomb,VIC,3219,81 - 85 Bellarine Highway,Newcomb,VIC,3219,(035) 248-1400,275,Greater Geelong (C),144.395063,-38.171306
Government,1,8180,Northcote High School,Secondary,O,St Georges Road ,Northcote,VIC,3070,St Georges Road,Northcote,VIC,3070,(039) 488-2300,189,Darebin (C),144.989706,-37.774156
Government,1,8185,Norwood Secondary College,Secondary,O,Byron Street ,Ringwood,VIC,3134,PO Box 371,Ringwood,VIC,3134,(039) 871-0400,441,Maroondah (C),145.238246,-37.800473
Government,1,8190,Numurkah Secondary College,Secondary,O,104 Tocumwal Road ,Numurkah,VIC,3636,P O Box 229,Numurkah,VIC,3636,(035) 862-1088,490,Moira (S),145.446271,-36.079948
Government,1,8210,Oberon High School,Secondary,O,12 Pickett Crescent ,Belmont,VIC,3216,12 PICKETT CRESCENT,Belmont,VIC,3216,(035) 243-4444,275,Greater Geelong (C),144.337409,-38.18665
Government,1,8215,Orbost Secondary College,Secondary,O,20 Arnold Street ,Orbost,VIC,3888,P O Box 270,Orbost,VIC,3888,(035) 154-1084,211,East Gippsland (S),148.466353,-37.704106
Government,1,8220,Ouyen P-12 College,Pri/Sec,O,1-35 Fuller Street ,Ouyen,VIC,3490,1-35 Fuller Street,Ouyen,VIC,3490,(035) 092-1182,478,Mildura (RC),142.322608,-35.064571
Government,1,8223,Pakenham Secondary College,Secondary,O,1020 Princes Highway ,Pakenham,VIC,3810,1020 Princes Highway,Pakenham,VIC,3810,(035) 945-1433,145,Cardinia (S),145.4711008,-38.06907933
Government,1,8225,Parkdale Secondary College,Secondary,O,Warren Road ,Mordialloc,VIC,3195,"Warren Road,",Mordialloc,VIC,3195,(039) 580-6311,343,Kingston (C),145.094101,-37.989637
Government,1,8227,Pascoe Vale Girls Secondary College,Secondary,O,Lake Avenue ,Pascoe Vale,VIC,3044,Lake Avenue,Pascoe Vale,VIC,3044,(039) 306-2544,525,Moreland (C),144.935384,-37.717664
Government,1,8245,Princes Hill Secondary College,Secondary,O,Arnold Street ,Princes Hill,VIC,3054,Arnold Street,Princes Hill,VIC,3054,(039) 389-0600,735,Yarra (C),144.96503,-37.783481
Government,1,8250,Bellarine Secondary College,Secondary,O,Peninsula Drive ,Drysdale,VIC,3222,Peninsula Drive,Drysdale,VIC,3222,(035) 251-9000,275,Greater Geelong (C),144.556993,-38.191069
Government,1,8256,Rainbow P-12 College (interim name),Pri/Sec,O,17 Albert Street ,Rainbow,VIC,3424,P O Box 223,Rainbow,VIC,3424,(035) 395-1063,298,Hindmarsh (S),141.9966997,-35.89446757
Government,1,8260,Red Cliffs Secondary College,Secondary,O,55 Fitzroy Avenue ,Red Cliffs,VIC,3496,P O Box 285,Red Cliffs,VIC,3496,(035) 024-1522,478,Mildura (RC),142.195452,-34.298804
Government,1,8270,Ringwood Secondary College,Secondary,O,Bedford Road ,Ringwood,VIC,3134,Bedford Road,Ringwood,VIC,3134,(039) 870-2002,441,Maroondah (C),145.239147,-37.816606
Government,1,8276,Robinvale College (interim name),Pri/Sec,O,186 Latje Road ,Robinvale,VIC,3549,PO Box 378,Robinvale,VIC,3549,(035) 026-3704,661,Swan Hill (RC),142.7815451,-34.58888676
Government,1,8280,Rochester Secondary College,Secondary,O,Edward Street ,Rochester,VIC,3561,P O Box 186,Rochester,VIC,3561,(035) 484-1844,137,Campaspe (S),144.6986963,-36.35277863
Government,1,8290,Rosebud Secondary College,Secondary,O,245 Eastbourne Road ,Rosebud,VIC,3939,245 Eastbourne Road,Rosebud,VIC,3939,(035) 986-8595,534,Mornington Peninsula (S),144.887447,-38.367615
Government,1,8294,Rubicon Outdoor Centre,Secondary,O,264 Rubicon Road ,Thornton,VIC,3712,264 Rubicon Rd,Thornton,VIC,3712,(035) 773-2285,562,Murrindindi (S),145.821336,-37.294928
Government,1,8300,Rutherglen High School,Secondary,O,40 Sheridans Bridge Road ,Rutherglen,VIC,3685,P O Box 84,Rutherglen,VIC,3685,(026) 032-9483,335,Indigo (S),146.452103,-36.062564
Government,1,8307,Scoresby Secondary College,Secondary,O,Cavell Street ,Scoresby,VIC,3179,Cavell Street,Scoresby,VIC,3179,(039) 765-4100,367,Knox (C),145.2362,-37.888642
Government,1,8320,Shepparton High School,Secondary,O,31-71 Hawdon Street ,Shepparton,VIC,3630,P O Box 1247,Shepparton,VIC,3632,(035) 821-4322,283,Greater Shepparton (C),145.415396,-36.372067
Government,1,8330,St Albans Secondary College,Secondary,O,289 Main Road East ,St Albans,VIC,3021,289 MAIN ROAD EAST,St Albans,VIC,3021,(039) 366-2555,118,Brimbank (C),144.807009,-37.745308
Government,1,8335,St Arnaud Secondary College,Secondary,O,Smith Street ,St Arnaud,VIC,3478,P O Box 40,St Arnaud,VIC,3478,(035) 495-1811,581,Northern Grampians (S),143.250936,-36.609547
